Name,URL,Position,HallOfFame,TotalYears,LastYear,Active
Rush Brown,/B/BrowRu22.htm,DT-NT-DE,0,4,1983,False
John Browning,/B/BrowJo24.htm,DT-DE,0,10,2005,False
Claude Brownlee,/B/BrowCl21.htm,DT,0,1,1967,False
Bill Brundige,/B/BrunBi20.htm,DT-DE,0,8,1977,False
Rick Bryan,/B/BryaRi20.htm,DE-DT-NT-LB,0,10,1993,False
Taven Bryan,/B/BryaTa00.htm,DT,0,2,2019,True
Anthony Bryant,/B/BryaAn20.htm,DT,0,6,2010,False
Charlie Bryant,/B/BryaCh02.htm,DT,0,1,2012,False
Desmond Bryant,/B/BryaDe00.htm,DT,0,7,2015,False
Junior Bryant,/B/BryaJu20.htm,DT-DE,0,6,2000,False
Jeff Bryant,/B/BryaJe20.htm,DE-DT,0,12,1993,False
Red Bryant,/B/BryaRe99.htm,DT,0,8,2015,False
Wendell Bryant,/B/BryaWe20.htm,DT,0,3,2004,False
Buck Buchanan,/B/BuchBu00.htm,DT,1,13,1975,False
Jason Buck,/B/BuckJa20.htm,DE-DT,0,7,1993,False
Brentson Buckner,/B/BuckBr20.htm,DT-DE-NT,0,12,2005,False
DeForest Buckner,/B/BuckDe00.htm,DT,0,4,2019,True
Tim Bulman,/B/BulmTi20.htm,DT,0,7,2011,False
Mike Bundra,/B/BundMi20.htm,DT,0,4,1965,False
Brodrick Bunkley,/B/BunkBr20.htm,DT,0,9,2014,False
Anthony Burke,/B/BurkAn20.htm,DT,0,1,1987,False
Gary Burley,/B/BurlGa20.htm,DE-DT,0,9,1984,False
John Burrough,/B/BurrJo20.htm,DE-DT,0,8,2002,False
Jim Burt,/B/BurtJi00.htm,NT-DT,0,11,1991,False
Antwon Burton,/B/BurtAn20.htm,DT,0,4,2009,False
Shane Burton,/B/BurtSh20.htm,DE-DT,0,8,2003,False
Adam Butler,/B/ButlAd00.htm,DT,0,3,2019,True
Vernon Butler,/B/ButlVe00.htm,DT,0,4,2019,True
Dave Butz,/B/ButzDa00.htm,DT-DE,0,16,1988,False
Dennis Byrd,/B/ByrdDe21.htm,DT-DE,0,4,1992,False
Jim Cagle,/C/CaglJi20.htm,DT,0,1,1974,False
Dave Cahill,/C/CahiDa20.htm,DT-DE,0,4,1969,False
Jeremy Calahan,/C/CalaJe20.htm,DT,0,1,2005,False
Mike Calhoun,/C/CalhMi20.htm,DT-DE,0,1,1980,False
Rob Callaway,/C/CallRo00.htm,DT,0,1,2012,False
Ernie Calloway,/C/CallEr20.htm,DT-DE,0,4,1972,False
Ronnie Cameron,/C/CameRo00.htm,DT,0,1,2012,False
Joe Campanella,/C/CampJo20.htm,LB-DT-T,0,6,1957,False
Marion Campbell,/C/CampMa01.htm,DE-DT-MG-G-T,0,8,1961,False
Mark Campbell,/C/CampMa20.htm,DT,0,1,1997,False
William Campbell,/C/CampWi00.htm,DT,0,1,2014,False
Don Campora,/C/CampDo21.htm,T-DT,0,4,1953,False
Whit Canale,/C/CanaWh20.htm,DE-DT,0,3,1968,False
James Cannida,/C/CannJa20.htm,DT,0,5,2002,False
Al Carapella,/C/CaraAl00.htm,DT-MG-T-LB,0,5,1955,False
Ron Carpenter,/C/CarpRo20.htm,DT-DE,0,7,1976,False
Levert Carr,/C/CarrLe20.htm,T-G-DT,0,5,1973,False
Tom Carr,/C/CarrTo20.htm,DT,0,1,1968,False
Ryan Carrethers,/C/CarrRy00.htm,DT,0,3,2016,False
Russ Carroccio,/C/CarrRu20.htm,G-T-DT-DG,0,2,1955,False
Leonardo Carson,/C/CarsLe20.htm,DT,0,5,2004,False
Jordan Carstens,/C/CarsJo20.htm,DT,0,3,2006,False
David Carter,/C/CartDa01.htm,DT,0,3,2013,False
Jon Carter,/C/CartJo21.htm,DT,0,1,1989,False
Kevin Carter,/C/CartKe00.htm,DE-DT,0,14,2008,False
Rubin Carter,/C/CartRu20.htm,NT-DT,0,12,1986,False
Rick Cash,/C/CashRi20.htm,DE-DT,0,6,1973,False
Tony Casillas,/C/CasiTo20.htm,DT-NT,0,12,1997,False
Ken Casner,/C/CasnKe20.htm,DT,0,1,1952,False
Luis Castillo,/C/CastLu20.htm,DE-DT,0,7,2011,False
Jacques Cesaire,/C/CesaJa20.htm,DE-DT,0,9,2011,False
Mike Chalenski,/C/ChalMi20.htm,DE-DT,0,6,1998,False
Wally Chambers,/C/ChamWa00.htm,DT-DE,0,7,1979,False
Ed Champagne,/C/ChamEd20.htm,T-DT,0,4,1950,False
Jim Champion,/C/ChamJi20.htm,LB-T-DT,0,2,1951,False
Nate Chandler,/C/ChanNa00.htm,DT,0,3,2014,False
Josh Chapman,/C/ChapJo00.htm,DT,0,3,2014,False
Dick Chapura,/C/ChapDi20.htm,DT,0,4,1990,False
Mike Charles,/C/CharMi20.htm,NT-DE-DT,0,9,1991,False
Stefan Charles,/C/CharSt00.htm,DT,0,4,2016,False
Martin Chase,/C/ChasMa20.htm,DT,0,7,2005,False
Barney Chavous,/C/ChavBa20.htm,DE-DT,0,13,1985,False
Ernie Cheatham,/C/CheaEr20.htm,DT,0,1,1954,False
Larry Chester,/C/ChesLa20.htm,DT,0,7,2004,False
Randy Chevrier,/C/ChevRa20.htm,DT,0,1,2001,False
Ray Childress,/C/ChilRa00.htm,DT-DE,0,12,1996,False
Steve Chomyszak,/C/ChomSt20.htm,DT-DE,0,8,1973,False
Dick Chorovich,/C/ChorDi20.htm,DT-T,0,6,1960,False
Bob Christiansen,/C/ChriBo20.htm,DT,0,1,1972,False
Don Churchwell,/C/ChurDo20.htm,DT-T,0,2,1960,False
Kendrick Clancy,/C/ClanKe20.htm,DT,0,10,2009,False
Sam Clancy,/C/ClanSa20.htm,DE-DT,0,11,1993,False
Bruce Clark,/C/ClarBr23.htm,DE-DT,0,8,1989,False
Jeremy Clark,/C/ClarJe01.htm,DT,0,3,2010,False
Jim Clark,/C/ClarJi20.htm,T-G-DT-LB,0,2,1953,False
Kenny Clark,/C/ClarKe01.htm,DT,0,4,2019,True
Monte Clark,/C/ClarMo20.htm,T-DT-DE,0,11,1969,False
Ken Clarke,/C/ClarKe24.htm,NT-DT,0,14,1991,False
Bob Clasby,/C/ClasBo20.htm,DT-DE,0,5,1990,False
Jared Clauss,/C/ClauJa20.htm,DT,0,2,2005,False
DeVone Claybrooks,/C/ClayDe20.htm,DT,0,3,2004,False
Zach Clayton,/C/ClayZa00.htm,DT,0,2,2012,False
Chunky Clements,/C/ClemCh00.htm,DT,0,1,2017,False
John Clowes,/C/ClowJo20.htm,T-G-DT,0,4,1951,False
Shaun Cody,/C/CodySh20.htm,DT,0,8,2012,False
Terrence Cody,/C/CodyTe99.htm,DT,0,5,2014,False
Rodney Coe,/C/CoexRo00.htm,DT,0,1,2017,False
Barry Cofield,/C/CofiBa20.htm,DT,0,10,2015,False
Joe Cohen,/C/CoheJo00.htm,DT,0,1,2009,False
Landon Cohen,/C/CoheLa99.htm,DT,0,7,2014,False
Colin Cole,/C/ColeCo20.htm,DT,0,12,2015,False
Larry Cole,/C/ColeLa20.htm,DE-DT,0,13,1980,False
Davon Coleman,/C/ColeDa00.htm,DT,0,2,2015,False
Deandre Coleman,/C/ColeDe01.htm,DT,0,4,2017,False
Roderick Coleman,/C/ColeRo99.htm,DT,0,9,2007,False
Stalin Colinet,/C/ColiSt20.htm,DT-DE,0,6,2002,False
Bobby Collier,/C/CollBo20.htm,T-DT,0,1,1951,False
Maliek Collins,/C/CollMa00.htm,DT,0,4,2019,True
Nate Collins,/C/CollNa20.htm,DT,0,4,2013,False
Ray Collins,/C/CollRa00.htm,DT-T,0,12,1961,False
Don Colo,/C/ColoDo00.htm,DT,0,9,1958,False
Jim Colvin,/C/ColvJi20.htm,DT-DE-G,0,8,1967,False
Glen Condren,/C/CondGl20.htm,DT-DE,0,8,1972,False
Ray Conlin,/C/ConlRa20.htm,DT,0,1,1987,False
George Connor,/C/ConnGe00.htm,T-LB-DT-G,1,8,1955,False
Frank Conover,/C/ConoFr20.htm,DT,0,1,1991,False
John Contoulis,/C/ContJo20.htm,DT,0,1,1964,False
Matt Conrath,/C/ConrMa00.htm,DT,0,3,2014,False
Anthony Cook,/C/CookAn20.htm,DE-DT,0,5,1999,False
Bill Cooke,/C/CookBi20.htm,DT-DE-T,0,6,1980,False
Chris Cooper,/C/CoopCh20.htm,DT-DE,0,7,2007,False
Xavier Cooper,/C/CoopXa00.htm,DT,0,3,2017,False
John Copeland,/C/CopeJo20.htm,DE-DT-NT,0,8,2000,False
Lou Cordileone,/C/CordLo20.htm,DT-DE-G,0,9,1968,False
Frank Cornish,/C/CornFr20.htm,DT,0,7,1972,False
Dave Costa,/C/CostDa00.htm,DT-DE,0,12,1974,False
Fest Cotton,/C/CottFe20.htm,DT,0,1,1972,False
Christian Covington,/C/CoviCh00.htm,DT,0,5,2019,True
Les Cowan,/C/CowaLe20.htm,DT-DE,0,1,1951,False
Rashaad Coward,/C/CowaRa00.htm,DT,0,3,2019,True
Al Cowlings,/C/CowlAl20.htm,DE-DT-LB,0,10,1979,False
Delbert Cowsette,/C/CowsDe20.htm,DT,0,2,2002,False
Fletcher Cox,/C/CoxxFl00.htm,DT,0,8,2019,True
Larry Cox,/C/CoxxLa20.htm,DT,0,3,1968,False
Dennis Crane,/C/CranDe20.htm,DT-T,0,3,1970,False
Lou Creekmur,/C/CreeLo00.htm,T-G-DG-DT,1,10,1959,False
Leon Crenshaw,/C/CrenLe20.htm,DT,0,1,1968,False
Jared Crick,/C/CricJa00.htm,DT,0,5,2016,False
Don Croft,/C/CrofDo20.htm,DT,0,5,1976,False
Bobby Cross,/C/CrosBo20.htm,T-DT,0,9,1960,False
Al Crow,/C/CrowAl20.htm,DT,0,1,1960,False
Randy Crowder,/C/CrowRa20.htm,DT-NT-DE,0,7,1980,False
Jermelle Cudjo,/C/CudjJe00.htm,DT,0,6,2015,False
Curley Culp,/C/CulpCu00.htm,DT-NT-G,1,14,1981,False
Ed Culpepper,/C/CulpEd20.htm,DT,0,6,1963,False
Brad Culpepper,/C/CulpBr20.htm,DT,0,9,2000,False
Carlton Dabney,/D/DabnCa20.htm,DT,0,1,1968,False
Lional Dalton,/D/DaltLi20.htm,DT,0,9,2006,False
Oakley Dalton,/D/DaltOa20.htm,DT,0,1,1977,False
Dave Daniels,/D/DaniDa20.htm,DT,0,1,1966,False
Mike Daniels,/D/DaniMi00.htm,DT,0,8,2019,True
Chartric Darby,/D/DarbCh20.htm,DT,0,9,2009,False
Ramsey Dardar,/D/DardRa20.htm,DT-G-T,0,1,1984,False
Marcell Dareus,/D/DareMa00.htm,DT,0,9,2019,True
Don Davey,/D/DaveDo20.htm,DT-DE,0,7,1997,False
Ben Davidson,/D/DaviBe00.htm,DE-DT,0,11,1971,False
Pete Davidson,/D/DaviPe20.htm,DT,0,1,1960,False
Andre Davis,/D/DaviAn21.htm,DT,0,1,1996,False
Carl Davis,/D/DaviCa01.htm,DT,0,5,2019,True
Charles Davis,/D/DaviCh21.htm,DT-NT,0,7,1980,False
Don Davis,/D/DaviDo21.htm,DT,0,1,1966,False
Dorsett Davis,/D/DaviDo23.htm,DE-DT,0,1,2003,False
Fred Davis,/D/DaviFr00.htm,T-DT,0,11,1951,False
Pernell Davis,/D/DaviPe21.htm,DT,0,1,1999,False
Reuben Davis,/D/DaviRe21.htm,DE-DT,0,9,1996,False
Russell Davis,/D/DaviRu20.htm,DT-DE,0,9,2007,False
Scott Davis,/D/DaviSc20.htm,DT-DE-LB,0,7,1994,False
Willie Davis,/D/DaviWi01.htm,DE-DT,1,12,1969,False
Tyeler Davison,/D/DaviTy01.htm,DT,0,5,2019,True
Everett Dawkins,/D/DawkEv00.htm,DT,0,1,2013,False
Mike Dawson,/D/DawsMi20.htm,DT-NT-DE,0,9,1984,False
Sheldon Day,/D/DayxSh00.htm,DT,0,4,2019,True
Tom Day,/D/DayxTo00.htm,DE-G-DT-T,0,9,1968,False
Brandon Deaderick,/D/DeadBr99.htm,DT,0,5,2014,False
Bob Dee,/D/DeexBo00.htm,DE-DT,0,11,1967,False
Bob Dees,/D/DeesBo20.htm,DT-T,0,1,1952,False
Charles DeJurnett,/D/DeJuCh20.htm,NT-DT,0,11,1986,False
Jim DeLisle,/D/DeLiJi20.htm,DT,0,1,1971,False
Steve DeLong,/D/DeLoSt00.htm,DE-DT,0,8,1972,False
Jerry DeLucca,/D/DeLuJe20.htm,T-DT,0,6,1964,False
Chris Demaree,/D/DemaCh20.htm,DT,0,1,2002,False
Al DeRogatis,/D/DeRoAl00.htm,DT-T,0,4,1952,False
Don Deskins,/D/DeskDo20.htm,DT-G,0,1,1960,False
Chuck DeVleigher,/D/DeVlCh21.htm,DT,0,1,1969,False
Paul Dickson,/D/DickPa20.htm,DT-T,0,13,1971,False
John Diehl,/D/DiehJo20.htm,DT,0,5,1965,False
Stacey Dillard,/D/DillSt20.htm,NT-DT,0,4,1995,False
Rich Dimler,/D/DimlRi20.htm,DT,0,2,1980,False
Antonio Dingle,/D/DingAn20.htm,DT,0,1,1999,False
Mike Dirks,/D/DirkMi20.htm,DT-G,0,4,1971,False
Lamar Divens,/D/DiveLa20.htm,DT,0,5,2012,False
Antonio Dixon,/D/DixoAn99.htm,DT,0,4,2012,False
Ronnie Dixon,/D/DixoRo20.htm,DT-NT,0,6,1998,False
Darnell Dockett,/D/DockDa20.htm,DT,0,11,2014,False
Phil Dokes,/D/DokePh20.htm,DT-DE,0,2,1978,False
Tom Domres,/D/DomrTo20.htm,DT,0,5,1972,False
Aaron Donald,/D/DonaAa00.htm,DT,0,6,2019,True
Art Donovan,/D/DonoAr00.htm,DT-T,1,12,1961,False
Glenn Dorsey,/D/DorsGl99.htm,DT,0,9,2016,False
Reggie Doss,/D/DossRe20.htm,DE-DT,0,10,1987,False
Al Dotson,/D/DotsAl20.htm,DT,0,6,1970,False
Santana Dotson,/D/DotsSa20.htm,DT-DE,0,10,2001,False
Lionel Dotson,/D/DotsLi99.htm,DT,0,4,2011,False
Leger Douzable,/D/DouzLe00.htm,DT,0,9,2017,False
Eric Downing,/D/DownEr20.htm,DT,0,4,2004,False
Jerry Drake,/D/DrakJe20.htm,DT-DE,0,5,1999,False
Shane Dronett,/D/DronSh20.htm,DT-DE,0,10,2001,False
Jeff Drost,/D/DrosJe20.htm,DT,0,1,1987,False
Mark Duckens,/D/DuckMa20.htm,DE-DT,0,4,1992,False
Damane Duckett,/D/DuckDa20.htm,DT,0,3,2006,False
Mark Duda,/D/DudaMa20.htm,DT,0,5,1987,False
Jamal Duff,/D/DuffJa20.htm,DE-DT,0,4,1998,False
Bill Duff,/D/DuffBi20.htm,DT,0,1,1999,False
Gary Dulin,/D/DuliGa20.htm,DE-DT,0,2,1987,False
Jim Dunaway,/D/DunaJi00.htm,DT,0,10,1972,False
Brandon Dunn,/D/DunnBr00.htm,DT,0,6,2019,True
Gary Dunn,/D/DunnGa20.htm,NT-DT-DE,0,12,1987,False
Bill Dunstan,/D/DunsBi20.htm,DT,0,7,1979,False
Pete Duranko,/D/DuraPe20.htm,DE-DT,0,8,1974,False
John Dutton,/D/DuttJo00.htm,DT-DE,0,14,1987,False
Dusty Dvoracek,/D/DvorDu99.htm,DT,0,2,2008,False
Rick Dvorak,/D/DvorRi20.htm,DT-DE,0,4,1977,False
Mike Dwyer,/D/DwyeMi20.htm,DT,0,1,1987,False
Keilen Dykes,/D/DykeKe00.htm,DT,0,1,2009,False
Dominique Easley,/E/EaslDo00.htm,DT,0,5,2018,False
Nick Eason,/E/EasoNi20.htm,DT,0,9,2012,False
Ron East,/E/EastRo20.htm,DT-DE,0,11,1977,False
Chad Eaton,/E/EatoCh20.htm,DT-NT,0,9,2004,False
Fate Echols,/E/EchoFa20.htm,T-DT,0,2,1963,False
Ed Ecker,/E/EckeEd20.htm,DT-T,0,6,1952,False
Earl Edwards,/E/EdwaEa20.htm,DT-DE,0,11,1979,False
Eddie Edwards,/E/EdwaEd20.htm,DE-DT,0,12,1988,False
Dwan Edwards,/E/EdwaDw20.htm,DT,0,12,2015,False
Ron Edwards,/E/EdwaRo20.htm,DT,0,12,2012,False
Tim Edwards,/E/EdwaTi20.htm,DT,0,1,1992,False
Joe Ehrmann,/E/EhrmJo00.htm,DT,0,10,1982,False
Cleveland Elam,/E/ElamCl00.htm,DT-DE,0,5,1979,False
John Elliott,/E/ElliJo00.htm,DT-DE,0,7,1973,False
Justin Ellis,/E/ElliJu01.htm,DT,0,6,2019,True
Sedrick Ellis,/E/ElliSe99.htm,DT,0,5,2012,False
Atiyyah Ellison,/E/ElliAt00.htm,DT,0,1,2009,False
Luther Elliss,/E/ElliLu00.htm,DT-DE,0,10,2004,False
Steve Emtman,/E/EmtmSt20.htm,DE-DT,0,6,1997,False
Doug English,/E/EnglDo00.htm,DT-NT,0,11,1985,False
Tory Epps,/E/EppsTo20.htm,NT-DT,0,6,1995,False
Kaleb Eulls,/E/EullKa00.htm,DT,0,1,2015,False
Donald Evans,/E/EvanDo20.htm,DE-DT,0,9,1995,False
Fred Evans,/E/EvanFr21.htm,DT,0,8,2013,False
