Name,URL,Position,HallOfFame,TotalYears,LastYear,Active,MVP,Pro Bowl,All-Pro,SB Champ,AP PoY
Joe Blahak,/B/BlahJo20.htm,DB,0,5,1977,False,0,0,0,0,0
George Blair,/B/BlaiGe00.htm,DB-K,0,4,1964,False,0,1,0,0,0
Stanley Blair,/B/BlaiSt20.htm,DB,0,1,1990,False,0,0,0,0,0
Anthony Blaylock,/B/BlayAn20.htm,DB,0,6,1993,False,0,0,0,0,0
Tom Bleick,/B/BleiTo20.htm,DB,0,2,1967,False,0,0,0,0,0
Tony Blevins,/B/BlevTo20.htm,DB,0,3,2000,False,0,0,0,0,0
Johnny Blood,/B/BlooJo20.htm,TB-HB-WB-BB-DB,1,14,1938,False,0,0,0,0,0
Mel Blount,/B/BlouMe00.htm,DB,1,14,1983,False,0,5,2,4,0
Tony Blount,/B/BlouTo20.htm,DB,0,1,1980,False,0,0,0,0,0
Greg Blue,/B/BlueGr20.htm,DB,0,2,2007,False,0,0,0,0,0
Tony Blue,/B/BlueTo20.htm,DB,0,1,1987,False,0,0,0,0,0
Dre' Bly,/B/BlyxDr00.htm,DB,0,11,2009,False,0,2,0,1,0
Leigh Bodden,/B/BoddLe20.htm,DB,0,9,2011,False,0,0,0,0,0
Briean Boddy-Calhoun,/B/BoddBr01.htm,DB,0,4,2019,True,0,0,0,0,0
Patrick Body,/B/BodyPa20.htm,DB,0,1,2005,False,0,0,0,0,0
Fred Bohannon,/B/BohaFr20.htm,DB,0,1,1982,False,0,0,0,0,0
Juran Bolden,/B/BoldJu20.htm,DB,0,11,2006,False,0,0,0,0,0
Ron Bolton,/B/BoltRo20.htm,DB,0,11,1982,False,0,0,0,0,0
Fred Booker,/B/BookFr20.htm,DB,0,1,2005,False,0,0,0,0,0
Michael Booker,/B/BookMi20.htm,DB,0,5,2001,False,0,0,0,0,0
Johnny Bookman,/B/BookJo20.htm,DB,0,5,1961,False,0,0,0,0,0
Billy Bookout,/B/BookBi20.htm,DB,0,2,1956,False,0,0,0,0,0
Issac Booth,/B/BootIs20.htm,DB,0,3,1996,False,0,0,0,0,0
John Booty,/B/BootJo20.htm,DB,0,8,1995,False,0,0,0,0,0
Nate Borders,/B/BordNa21.htm,DB,0,1,1987,False,0,0,0,0,0
Jocelyn Borgella,/B/BorgJo20.htm,DB,0,3,1996,False,0,0,0,0,0
Wade Bosarge,/B/BosaWa20.htm,DB,0,1,1977,False,0,0,0,0,0
Jason Bostic,/B/BostJa20.htm,DB,0,4,2002,False,0,0,0,0,0
John Bostic,/B/BostJo21.htm,DB,0,3,1987,False,0,0,0,0,0
Keith Bostic,/B/BostKe00.htm,DB,0,8,1990,False,0,1,0,0,0
Tony Bouie,/B/BouiTo20.htm,DB,0,4,1998,False,0,0,0,0,0
Michael Boulware,/B/BoulMi20.htm,DB-LB,0,4,2007,False,0,0,0,0,0
Matt Bowen,/B/BoweMa20.htm,DB,0,7,2006,False,0,0,0,0,0
Bill Bowers,/B/BoweBi20.htm,DB,0,1,1954,False,0,0,0,0,0
John Bowie,/B/BowiJo99.htm,DB,0,3,2009,False,0,0,0,0,0
Todd Bowles,/B/BowlTo20.htm,DB,0,8,1993,False,0,0,0,1,0
Jim Bowman,/B/BowmJi20.htm,DB,0,5,1989,False,0,0,0,0,0
Zackary Bowman,/B/BowmZa20.htm,DB,0,8,2015,False,0,0,0,0,0
Bobby Boyd,/B/BoydBo01.htm,DB,0,9,1968,False,0,2,3,0,0
